1.82310825810912;1.20752575910069;1.98958506760634;2.27752556431923;1.99484778800739;2.76054706692721;0.250549805160598;failed
1.6122954993566;1.88715031970625;1.19061992326315;2.82343058652404;2.80030647749096;2.039521009214;failed;failed
1.77993930260648;1.12223800556838;1.0491655068701;1.72736510295764;2.61474237759353;2.77153487958551;failed;failed
2.95600948946365;2.81573545458528;1.10071802237105;1.29562978553382;1.52362828912382;2.70091045727064;failed;failed
2.7924868025782;2.39724811976647;1.69866195167353;2.83463633890945;1.93538650448219;2.3841006389745;failed;failed
1.63040080230236;2.33842793355623;2.96406622974391;1.29987018755631;1.01893211250144;2.09281969773249;failed;failed
2.35414752892877;1.11313100909494;2.29101700582123;2.34097558601805;1.40126131307392;2.08018924811864;0.672835816703409;0.154059804027187
1.6218731089597;2.43634757466444;2.06814228793054;1.04162842689158;2.37382931698758;1.93956333721968;failed;failed
1.74632176419083;1.61493220208908;1.31817197721366;2.01533240313424;1.30016545779079;1.46138268916932;0.723394832708342;0.253156688582877
2.45008392978929;2.79045085599201;2.01969246800043;2.35016284014572;2.79831385044302;1.37411045021103;failed;failed
2.39469627449042;2.44773564648243;2.39221479994814;2.5654064098212;1.49300237674872;1.08923813611699;0.891231675862535;0.14089001565654
1.97969203208559;2.85707544994404;2.39497194783528;1.49920874112249;2.37908748228992;1.57181105882479;0.446482914938641;0.0645899420380967
1.035492137091;2.55880561916102;1.71922113593631;2.25284396729099;2.09796225703227;1.77225453908195;failed;failed
1.69567563789695;1.75371119694491;1.53032339295853;1.89820860181852;2.67244051847255;2.59547917898534;failed;failed
1.7998580200597;2.90057829204042;2.40980006261254;2.75543432950761;2.99202696233617;1.05772009494608;failed;failed
1.84441641291809;2.6816755568989;2.80281923515853;2.35129960409892;1.00276198890189;1.55098954706965;0.607024265302879;7.76153205584226
2.2352915765882;2.2220596509157;1.12112646741845;2.03625482927833;2.90706164106124;2.00744446413938;failed;failed
